
Period 1:
============================================================================================================================================
Demand ID    | Src -> Dst                              | Required (Gbps)  | Allocated (Gbps)  | Deficit (Gbps)  | Status            
76           | Hannover <-> Karlsruhe                  | 18.0             | 40.0              | 0.0             | OK                
77           | Hannover <-> Stuttgart                  | 131.4            | 150.0             | 0.0             | OK                
78           | Hannover <-> Ulm                        | 18.0             | 40.0              | 0.0             | OK                
79           | Hannover <-> Muenchen                   | 170.7            | 180.0             | 0.0             | OK                
85           | Essen <-> Dortmund                      | 18.7             | 40.0              | 0.0             | OK                
86           | Essen <-> Duesseldorf                   | 98.8             | 100.0             | 0.0             | OK                
87           | Essen <-> Leipzig                       | 31.4             | 40.0              | 0.0             | OK                
88           | Essen <-> Koeln                         | 15.0             | 20.0              | 0.0             | OK                
89           | Essen <-> Frankfurt                     | 115.3            | 140.0             | 0.0             | OK                
90           | Essen <-> Nuernberg                     | 58.4             | 60.0              | 0.0             | OK                
91           | Essen <-> Mannheim                      | 12.0             | 20.0              | 0.0             | OK                
92           | Essen <-> Karlsruhe                     | 6.0              | 10.0              | 0.0             | OK                
93           | Essen <-> Stuttgart                     | 48.7             | 50.0              | 0.0             | OK                
94           | Essen <-> Ulm                           | 6.0              | 10.0              | 0.0             | OK                
95           | Essen <-> Muenchen                      | 56.9             | 60.0              | 0.0             | OK                
102          | Dortmund <-> Duesseldorf                | 123.5            | 140.0             | 0.0             | OK                
103          | Dortmund <-> Leipzig                    | 104.8            | 110.0             | 0.0             | OK                
104          | Dortmund <-> Koeln                      | 44.9             | 50.0              | 0.0             | OK                
105          | Dortmund <-> Frankfurt                  | 370.6            | 400.0             | 0.0             | OK                
106          | Dortmund <-> Nuernberg                  | 194.7            | 220.0             | 0.0             | OK                
107          | Dortmund <-> Mannheim                   | 44.9             | 50.0              | 0.0             | OK                
108          | Dortmund <-> Karlsruhe                  | 22.5             | 40.0              | 0.0             | OK                
109          | Dortmund <-> Stuttgart                  | 170.3            | 180.0             | 0.0             | OK                
110          | Dortmund <-> Ulm                        | 22.5             | 40.0              | 0.0             | OK                
111          | Dortmund <-> Muenchen                   | 213.4            | 240.0             | 0.0             | OK                
119          | Duesseldorf <-> Leipzig                 | 173.0            | 180.0             | 0.0             | OK                
120          | Duesseldorf <-> Koeln                   | 65.9             | 100.0             | 0.0             | OK                
121          | Duesseldorf <-> Frankfurt               | 634.2            | 640.0             | 0.0             | OK                
122          | Duesseldorf <-> Nuernberg               | 321.2            | 380.0             | 0.0             | OK                
123          | Duesseldorf <-> Mannheim                | 65.9             | 100.0             | 0.0             | OK                
124          | Duesseldorf <-> Karlsruhe               | 32.9             | 40.0              | 0.0             | OK                
125          | Duesseldorf <-> Stuttgart               | 267.7            | 280.0             | 0.0             | OK                
126          | Duesseldorf <-> Ulm                     | 32.9             | 40.0              | 0.0             | OK                
127          | Duesseldorf <-> Muenchen                | 313.0            | 350.0             | 0.0             | OK                
136          | Leipzig <-> Koeln                       | 73.4             | 100.0             | 0.0             | OK                
137          | Leipzig <-> Frankfurt                   | 461.3            | 500.0             | 0.0             | OK                
138          | Leipzig <-> Nuernberg                   | 238.5            | 240.0             | 0.0             | OK                
139          | Leipzig <-> Mannheim                    | 62.9             | 100.0             | 0.0             | OK                
140          | Leipzig <-> Karlsruhe                   | 31.4             | 40.0              | 0.0             | OK                
141          | Leipzig <-> Stuttgart                   | 238.5            | 240.0             | 0.0             | OK                
142          | Leipzig <-> Ulm                         | 31.4             | 40.0              | 0.0             | OK                
143          | Leipzig <-> Muenchen                    | 298.8            | 340.0             | 0.0             | OK                
153          | Koeln <-> Frankfurt                     | 230.6            | 240.0             | 0.0             | OK                
154          | Koeln <-> Nuernberg                     | 136.3            | 150.0             | 0.0             | OK                
155          | Koeln <-> Mannheim                      | 30.0             | 40.0              | 0.0             | OK                
156          | Koeln <-> Karlsruhe                     | 15.0             | 20.0              | 0.0             | OK                
157          | Koeln <-> Stuttgart                     | 116.8            | 140.0             | 0.0             | OK                
158          | Koeln <-> Ulm                           | 15.0             | 20.0              | 0.0             | OK                
159          | Koeln <-> Muenchen                      | 142.3            | 150.0             | 0.0             | OK                
170          | Frankfurt <-> Nuernberg                 | 856.6            | 900.0             | 0.0             | OK                
171          | Frankfurt <-> Mannheim                  | 197.7            | 220.0             | 0.0             | OK                
172          | Frankfurt <-> Karlsruhe                 | 115.3            | 140.0             | 0.0             | OK                
173          | Frankfurt <-> Stuttgart                 | 856.6            | 900.0             | 0.0             | OK                
174          | Frankfurt <-> Ulm                       | 115.3            | 140.0             | 0.0             | OK                
175          | Frankfurt <-> Muenchen                  | 1095.5           | 1100.0            | 0.0             | OK                
187          | Nuernberg <-> Mannheim                  | 116.8            | 140.0             | 0.0             | OK                
188          | Nuernberg <-> Karlsruhe                 | 58.4             | 60.0              | 0.0             | OK                
189          | Nuernberg <-> Stuttgart                 | 379.6            | 410.0             | 0.0             | OK                
190          | Nuernberg <-> Ulm                       | 58.4             | 60.0              | 0.0             | OK                
191          | Nuernberg <-> Muenchen                  | 462.4            | 500.0             | 0.0             | OK                
204          | Mannheim <-> Karlsruhe                  | 35.9             | 40.0              | 0.0             | OK                
205          | Mannheim <-> Stuttgart                  | 97.3             | 100.0             | 0.0             | OK                
206          | Mannheim <-> Ulm                        | 12.0             | 20.0              | 0.0             | OK                
207          | Mannheim <-> Muenchen                   | 113.8            | 140.0             | 0.0             | OK                
221          | Karlsruhe <-> Stuttgart                 | 38.9             | 40.0              | 0.0             | OK                
222          | Karlsruhe <-> Ulm                       | 6.0              | 10.0              | 0.0             | OK                
223          | Karlsruhe <-> Muenchen                  | 56.9             | 60.0              | 0.0             | OK                
238          | Stuttgart <-> Ulm                       | 38.9             | 40.0              | 0.0             | OK                
239          | Stuttgart <-> Muenchen                  | 462.4            | 500.0             | 0.0             | OK                
255          | Ulm <-> Muenchen                        | 170.7            | 180.0             | 0.0             | OK                
============================================================================================================================================
PERIOD SUMMARY:
Total Connections: 1566
Aggregate Required Capacity: 37.77 Tbps
Aggregate Allocated Capacity: 41.84 Tbps
Underprovisioned Demands: 0/272 (0.0%)
Underprovisioning Ratio: 0.000 (0.0% of capacity deficit)
Overprovisioning Ratio: 0.108 (10.8% excess capacity)
Resource Utilization: 13.8%
============================================================================================================================================


Period 4:
============================================================================================================================================
Demand ID    | Src -> Dst                              | Required (Gbps)  | Allocated (Gbps)  | Deficit (Gbps)  | Status            
-------------+-----------------------------------------+------------------+-------------------+-----------------+-------------------
0            | Norden <-> Hamburg                      | 0.0              | 0.0               | 0.0             | OK                
1            | Norden <-> Bremen                       | 34.8             | 40.0              | 0.0             | OK                
2            | Norden <-> Berlin                       | 0.0              | 0.0               | 0.0             | OK                
3            | Norden <-> Hannover                     | 0.0              | 0.0               | 0.0             | OK                
4            | Norden <-> Essen                        | 0.0              | 0.0               | 0.0             | OK                
5            | Norden <-> Dortmund                     | 69.5             | 90.0              | 0.0             | OK                
6            | Norden <-> Duesseldorf                  | 0.0              | 0.0               | 0.0             | OK                
7            | Norden <-> Leipzig                      | 0.0              | 0.0               | 0.0             | OK                
8            | Norden <-> Koeln                        | 0.0              | 0.0               | 0.0             | OK                
9            | Norden <-> Frankfurt                    | 356.9            | 380.0             | 0.0             | OK                
10           | Norden <-> Nuernberg                    | 0.0              | 0.0               | 0.0             | OK                
11           | Norden <-> Mannheim                     | 0.0              | 0.0               | 0.0             | OK                
12           | Norden <-> Karlsruhe                    | 0.0              | 0.0               | 0.0             | OK                
13           | Norden <-> Stuttgart                    | 0.0              | 0.0               | 0.0             | OK                
14           | Norden <-> Ulm                          | 0.0              | 0.0               | 0.0             | OK                
15           | Norden <-> Muenchen                     | 0.0              | 0.0               | 0.0             | OK                
17           | Hamburg <-> Bremen                      | 104.3            | 110.0             | 0.0             | OK                
18           | Hamburg <-> Berlin                      | 312.9            | 320.0             | 0.0             | OK                
19           | Hamburg <-> Hannover                    | 166.9            | 210.0             | 0.0             | OK                
20           | Hamburg <-> Essen                       | 69.5             | 90.0              | 0.0             | OK                
21           | Hamburg <-> Dortmund                    | 243.3            | 260.0             | 0.0             | OK                
22           | Hamburg <-> Duesseldorf                 | 382.4            | 400.0             | 0.0             | OK                
23           | Hamburg <-> Leipzig                     | 340.7            | 350.0             | 0.0             | OK                
24           | Hamburg <-> Koeln                       | 166.9            | 210.0             | 0.0             | OK                
25           | Hamburg <-> Frankfurt                   | 1223.7           | 1240.0            | 0.0             | OK                
26           | Hamburg <-> Nuernberg                   | 632.7            | 640.0             | 0.0             | OK                
27           | Hamburg <-> Mannheim                    | 139.1            | 140.0             | 0.0             | OK                
28           | Hamburg <-> Karlsruhe                   | 69.5             | 90.0              | 0.0             | OK                
29           | Hamburg <-> Stuttgart                   | 542.3            | 580.0             | 0.0             | OK                
30           | Hamburg <-> Ulm                         | 69.5             | 90.0              | 0.0             | OK                
31           | Hamburg <-> Muenchen                    | 660.5            | 680.0             | 0.0             | OK                
34           | Bremen <-> Berlin                       | 93.9             | 100.0             | 0.0             | OK                
35           | Bremen <-> Hannover                     | 41.7             | 50.0              | 0.0             | OK                
36           | Bremen <-> Essen                        | 17.4             | 20.0              | 0.0             | OK                
37           | Bremen <-> Dortmund                     | 60.8             | 80.0              | 0.0             | OK                
38           | Bremen <-> Duesseldorf                  | 95.6             | 100.0             | 0.0             | OK                
39           | Bremen <-> Leipzig                      | 85.2             | 100.0             | 0.0             | OK                
40           | Bremen <-> Koeln                        | 41.7             | 50.0              | 0.0             | OK                
41           | Bremen <-> Frankfurt                    | 305.9            | 320.0             | 0.0             | OK                
42           | Bremen <-> Nuernberg                    | 158.2            | 210.0             | 0.0             | OK                
43           | Bremen <-> Mannheim                     | 34.8             | 40.0              | 0.0             | OK                
44           | Bremen <-> Karlsruhe                    | 17.4             | 20.0              | 0.0             | OK                
45           | Bremen <-> Stuttgart                    | 135.6            | 140.0             | 0.0             | OK                
46           | Bremen <-> Ulm                          | 17.4             | 20.0              | 0.0             | OK                
47           | Bremen <-> Muenchen                     | 165.1            | 210.0             | 0.0             | OK                
51           | Berlin <-> Hannover                     | 125.1            | 140.0             | 0.0             | OK                
52           | Berlin <-> Essen                        | 52.1             | 80.0              | 0.0             | OK                
53           | Berlin <-> Dortmund                     | 182.5            | 240.0             | 0.0             | OK                
54           | Berlin <-> Duesseldorf                  | 286.8            | 290.0             | 0.0             | OK                
55           | Berlin <-> Leipzig                      | 219.0            | 250.0             | 0.0             | OK                
56           | Berlin <-> Koeln                        | 125.1            | 140.0             | 0.0             | OK                
57           | Berlin <-> Frankfurt                    | 917.8            | 1000.0            | 0.0             | OK                
58           | Berlin <-> Nuernberg                    | 474.5            | 490.0             | 0.0             | OK                
59           | Berlin <-> Mannheim                     | 104.3            | 110.0             | 0.0             | OK                
60           | Berlin <-> Karlsruhe                    | 52.1             | 80.0              | 0.0             | OK                
61           | Berlin <-> Stuttgart                    | 406.7            | 410.0             | 0.0             | OK                
62           | Berlin <-> Ulm                          | 52.1             | 80.0              | 0.0             | OK                
63           | Berlin <-> Muenchen                     | 495.4            | 520.0             | 0.0             | OK                
68           | Hannover <-> Essen                      | 27.8             | 40.0              | 0.0             | OK                
69           | Hannover <-> Dortmund                   | 78.2             | 100.0             | 0.0             | OK                
70           | Hannover <-> Duesseldorf                | 153.0            | 200.0             | 0.0             | OK                
71           | Hannover <-> Leipzig                    | 109.5            | 110.0             | 0.0             | OK                
72           | Hannover <-> Koeln                      | 62.6             | 90.0              | 0.0             | OK                
73           | Hannover <-> Frankfurt                  | 382.4            | 400.0             | 0.0             | OK                
74           | Hannover <-> Nuernberg                  | 226.0            | 250.0             | 0.0             | OK                
75           | Hannover <-> Mannheim                   | 55.6             | 80.0              | 0.0             | OK                
76           | Hannover <-> Karlsruhe                  | 27.8             | 40.0              | 0.0             | OK                
77           | Hannover <-> Stuttgart                  | 203.4            | 250.0             | 0.0             | OK                
78           | Hannover <-> Ulm                        | 27.8             | 40.0              | 0.0             | OK                
79           | Hannover <-> Muenchen                   | 264.2            | 280.0             | 0.0             | OK                
85           | Essen <-> Dortmund                      | 29.0             | 40.0              | 0.0             | OK                
86           | Essen <-> Duesseldorf                   | 153.0            | 200.0             | 0.0             | OK                
87           | Essen <-> Leipzig                       | 48.7             | 50.0              | 0.0             | OK                
88           | Essen <-> Koeln                         | 23.2             | 30.0              | 0.0             | OK                
89           | Essen <-> Frankfurt                     | 178.5            | 180.0             | 0.0             | OK                
90           | Essen <-> Nuernberg                     | 90.4             | 100.0             | 0.0             | OK                
91           | Essen <-> Mannheim                      | 18.5             | 20.0              | 0.0             | OK                
92           | Essen <-> Karlsruhe                     | 9.3              | 10.0              | 0.0             | OK                
93           | Essen <-> Stuttgart                     | 75.3             | 90.0              | 0.0             | OK                
94           | Essen <-> Ulm                           | 9.3              | 10.0              | 0.0             | OK                
95           | Essen <-> Muenchen                      | 88.1             | 100.0             | 0.0             | OK                
102          | Dortmund <-> Duesseldorf                | 191.2            | 240.0             | 0.0             | OK                
103          | Dortmund <-> Leipzig                    | 162.2            | 210.0             | 0.0             | OK                
104          | Dortmund <-> Koeln                      | 69.5             | 90.0              | 0.0             | OK                
105          | Dortmund <-> Frankfurt                  | 573.6            | 600.0             | 0.0             | OK                
106          | Dortmund <-> Nuernberg                  | 301.3            | 320.0             | 0.0             | OK                
107          | Dortmund <-> Mannheim                   | 69.5             | 90.0              | 0.0             | OK                
108          | Dortmund <-> Karlsruhe                  | 34.8             | 40.0              | 0.0             | OK                
109          | Dortmund <-> Stuttgart                  | 263.6            | 280.0             | 0.0             | OK                
110          | Dortmund <-> Ulm                        | 34.8             | 40.0              | 0.0             | OK                
111          | Dortmund <-> Muenchen                   | 330.3            | 340.0             | 0.0             | OK                
119          | Duesseldorf <-> Leipzig                 | 267.7            | 280.0             | 0.0             | OK                
120          | Duesseldorf <-> Koeln                   | 102.0            | 110.0             | 0.0             | OK                
121          | Duesseldorf <-> Frankfurt               | 981.5            | 1040.0            | 0.0             | OK                
122          | Duesseldorf <-> Nuernberg               | 497.1            | 520.0             | 0.0             | OK                
123          | Duesseldorf <-> Mannheim                | 102.0            | 110.0             | 0.0             | OK                
124          | Duesseldorf <-> Karlsruhe               | 51.0             | 80.0              | 0.0             | OK                
125          | Duesseldorf <-> Stuttgart               | 414.3            | 420.0             | 0.0             | OK                
126          | Duesseldorf <-> Ulm                     | 51.0             | 80.0              | 0.0             | OK                
127          | Duesseldorf <-> Muenchen                | 484.4            | 490.0             | 0.0             | OK                
136          | Leipzig <-> Koeln                       | 113.6            | 140.0             | 0.0             | OK                
137          | Leipzig <-> Frankfurt                   | 713.8            | 740.0             | 0.0             | OK                
138          | Leipzig <-> Nuernberg                   | 369.1            | 380.0             | 0.0             | OK                
139          | Leipzig <-> Mannheim                    | 97.3             | 100.0             | 0.0             | OK                
140          | Leipzig <-> Karlsruhe                   | 48.7             | 50.0              | 0.0             | OK                
141          | Leipzig <-> Stuttgart                   | 369.1            | 380.0             | 0.0             | OK                
142          | Leipzig <-> Ulm                         | 48.7             | 50.0              | 0.0             | OK                
143          | Leipzig <-> Muenchen                    | 462.4            | 480.0             | 0.0             | OK                
153          | Koeln <-> Frankfurt                     | 356.9            | 380.0             | 0.0             | OK                
154          | Koeln <-> Nuernberg                     | 210.9            | 250.0             | 0.0             | OK                
155          | Koeln <-> Mannheim                      | 46.4             | 50.0              | 0.0             | OK                
156          | Koeln <-> Karlsruhe                     | 23.2             | 30.0              | 0.0             | OK                
157          | Koeln <-> Stuttgart                     | 180.8            | 240.0             | 0.0             | OK                
158          | Koeln <-> Ulm                           | 23.2             | 30.0              | 0.0             | OK                
159          | Koeln <-> Muenchen                      | 220.2            | 250.0             | 0.0             | OK                
170          | Frankfurt <-> Nuernberg                 | 1325.6           | 1340.0            | 0.0             | OK                
171          | Frankfurt <-> Mannheim                  | 305.9            | 320.0             | 0.0             | OK                
172          | Frankfurt <-> Karlsruhe                 | 178.5            | 180.0             | 0.0             | OK                
173          | Frankfurt <-> Stuttgart                 | 1325.6           | 1340.0            | 0.0             | OK                
174          | Frankfurt <-> Ulm                       | 178.5            | 180.0             | 0.0             | OK                
175          | Frankfurt <-> Muenchen                  | 1695.3           | 1700.0            | 0.0             | OK                
187          | Nuernberg <-> Mannheim                  | 180.8            | 240.0             | 0.0             | OK                
188          | Nuernberg <-> Karlsruhe                 | 90.4             | 100.0             | 0.0             | OK                
189          | Nuernberg <-> Stuttgart                 | 587.5            | 610.0             | 0.0             | OK                
190          | Nuernberg <-> Ulm                       | 90.4             | 100.0             | 0.0             | OK                
191          | Nuernberg <-> Muenchen                  | 715.5            | 740.0             | 0.0             | OK                
204          | Mannheim <-> Karlsruhe                  | 55.6             | 80.0              | 0.0             | OK                
205          | Mannheim <-> Stuttgart                  | 150.6            | 200.0             | 0.0             | OK                
206          | Mannheim <-> Ulm                        | 18.5             | 20.0              | 0.0             | OK                
207          | Mannheim <-> Muenchen                   | 176.1            | 180.0             | 0.0             | OK                
221          | Karlsruhe <-> Stuttgart                 | 60.3             | 80.0              | 0.0             | OK                
222          | Karlsruhe <-> Ulm                       | 9.3              | 10.0              | 0.0             | OK                
223          | Karlsruhe <-> Muenchen                  | 88.1             | 100.0             | 0.0             | OK                
238          | Stuttgart <-> Ulm                       | 60.3             | 80.0              | 0.0             | OK                
239          | Stuttgart <-> Muenchen                  | 715.5            | 740.0             | 0.0             | OK                
255          | Ulm <-> Muenchen                        | 264.2            | 280.0             | 0.0             | OK                
============================================================================================================================================
PERIOD SUMMARY:
Total Connections: 2238
Aggregate Required Capacity: 58.46 Tbps
Aggregate Allocated Capacity: 62.94 Tbps
Underprovisioned Demands: 0/272 (0.0%)
Underprovisioning Ratio: 0.000 (0.0% of capacity deficit)
Overprovisioning Ratio: 0.077 (7.7% excess capacity)
Resource Utilization: 20.4%
============================================================================================================================================


Period 5:
============================================================================================================================================
Demand ID    | Src -> Dst                              | Required (Gbps)  | Allocated (Gbps)  | Deficit (Gbps)  | Status            
-------------+-----------------------------------------+------------------+-------------------+-----------------+-------------------
0            | Norden <-> Hamburg                      | 0.0              | 0.0               | 0.0             | OK                
1            | Norden <-> Bremen                       | 46.2             | 50.0              | 0.0             | OK                
2            | Norden <-> Berlin                       | 0.0              | 0.0               | 0.0             | OK                
3            | Norden <-> Hannover                     | 0.0              | 0.0               | 0.0             | OK                
4            | Norden <-> Essen                        | 0.0              | 0.0               | 0.0             | OK                
5            | Norden <-> Dortmund                     | 92.4             | 100.0             | 0.0             | OK                
6            | Norden <-> Duesseldorf                  | 0.0              | 0.0               | 0.0             | OK                
7            | Norden <-> Leipzig                      | 0.0              | 0.0               | 0.0             | OK                
8            | Norden <-> Koeln                        | 0.0              | 0.0               | 0.0             | OK                
9            | Norden <-> Frankfurt                    | 474.5            | 480.0             | 0.0             | OK                
10           | Norden <-> Nuernberg                    | 0.0              | 0.0               | 0.0             | OK                
11           | Norden <-> Mannheim                     | 0.0              | 0.0               | 0.0             | OK                
12           | Norden <-> Karlsruhe                    | 0.0              | 0.0               | 0.0             | OK                
13           | Norden <-> Stuttgart                    | 0.0              | 0.0               | 0.0             | OK                
14           | Norden <-> Ulm                          | 0.0              | 0.0               | 0.0             | OK                
15           | Norden <-> Muenchen                     | 0.0              | 0.0               | 0.0             | OK                
17           | Hamburg <-> Bremen                      | 138.7            | 150.0             | 0.0             | OK                
18           | Hamburg <-> Berlin                      | 416.0            | 420.0             | 0.0             | OK                
19           | Hamburg <-> Hannover                    | 221.8            | 250.0             | 0.0             | OK                
20           | Hamburg <-> Essen                       | 92.4             | 100.0             | 0.0             | OK                
21           | Hamburg <-> Dortmund                    | 323.5            | 360.0             | 0.0             | OK                
22           | Hamburg <-> Duesseldorf                 | 508.4            | 510.0             | 0.0             | OK                
23           | Hamburg <-> Leipzig                     | 452.9            | 460.0             | 0.0             | OK                
24           | Hamburg <-> Koeln                       | 221.8            | 250.0             | 0.0             | OK                
25           | Hamburg <-> Frankfurt                   | 1626.9           | 1640.0            | 0.0             | OK                
26           | Hamburg <-> Nuernberg                   | 841.2            | 850.0             | 0.0             | OK                
27           | Hamburg <-> Mannheim                    | 184.9            | 240.0             | 0.0             | OK                
28           | Hamburg <-> Karlsruhe                   | 92.4             | 100.0             | 0.0             | OK                
29           | Hamburg <-> Stuttgart                   | 721.0            | 780.0             | 0.0             | OK                
30           | Hamburg <-> Ulm                         | 92.4             | 100.0             | 0.0             | OK                
31           | Hamburg <-> Muenchen                    | 878.1            | 880.0             | 0.0             | OK                
34           | Bremen <-> Berlin                       | 124.8            | 140.0             | 0.0             | OK                
35           | Bremen <-> Hannover                     | 55.5             | 60.0              | 0.0             | OK                
36           | Bremen <-> Essen                        | 23.1             | 30.0              | 0.0             | OK                
37           | Bremen <-> Dortmund                     | 80.9             | 90.0              | 0.0             | OK                
38           | Bremen <-> Duesseldorf                  | 127.1            | 140.0             | 0.0             | OK                
39           | Bremen <-> Leipzig                      | 113.2            | 140.0             | 0.0             | OK                
40           | Bremen <-> Koeln                        | 55.5             | 60.0              | 0.0             | OK                
41           | Bremen <-> Frankfurt                    | 406.7            | 420.0             | 0.0             | OK                
42           | Bremen <-> Nuernberg                    | 210.3            | 220.0             | 0.0             | OK                
43           | Bremen <-> Mannheim                     | 46.2             | 50.0              | 0.0             | OK                
44           | Bremen <-> Karlsruhe                    | 23.1             | 30.0              | 0.0             | OK                
45           | Bremen <-> Stuttgart                    | 180.3            | 240.0             | 0.0             | OK                
46           | Bremen <-> Ulm                          | 23.1             | 30.0              | 0.0             | OK                
47           | Bremen <-> Muenchen                     | 219.5            | 220.0             | 0.0             | OK                
51           | Berlin <-> Hannover                     | 166.4            | 180.0             | 0.0             | OK                
52           | Berlin <-> Essen                        | 69.3             | 80.0              | 0.0             | OK                
53           | Berlin <-> Dortmund                     | 242.6            | 250.0             | 0.0             | OK                
54           | Berlin <-> Duesseldorf                  | 381.3            | 390.0             | 0.0             | OK                
55           | Berlin <-> Leipzig                      | 291.2            | 350.0             | 0.0             | OK                
56           | Berlin <-> Koeln                        | 166.4            | 180.0             | 0.0             | OK                
57           | Berlin <-> Frankfurt                    | 1220.2           | 1240.0            | 0.0             | OK                
58           | Berlin <-> Nuernberg                    | 630.9            | 690.0             | 0.0             | OK                
59           | Berlin <-> Mannheim                     | 138.7            | 150.0             | 0.0             | OK                
60           | Berlin <-> Karlsruhe                    | 69.3             | 80.0              | 0.0             | OK                
61           | Berlin <-> Stuttgart                    | 540.8            | 550.0             | 0.0             | OK                
62           | Berlin <-> Ulm                          | 69.3             | 80.0              | 0.0             | OK                
63           | Berlin <-> Muenchen                     | 658.6            | 660.0             | 0.0             | OK                
68           | Hannover <-> Essen                      | 37.0             | 40.0              | 0.0             | OK                
69           | Hannover <-> Dortmund                   | 104.0            | 110.0             | 0.0             | OK                
70           | Hannover <-> Duesseldorf                | 203.4            | 210.0             | 0.0             | OK                
71           | Hannover <-> Leipzig                    | 145.6            | 150.0             | 0.0             | OK                
72           | Hannover <-> Koeln                      | 83.2             | 90.0              | 0.0             | OK                
73           | Hannover <-> Frankfurt                  | 508.4            | 510.0             | 0.0             | OK                
74           | Hannover <-> Nuernberg                  | 300.4            | 350.0             | 0.0             | OK                
75           | Hannover <-> Mannheim                   | 73.9             | 80.0              | 0.0             | OK                
76           | Hannover <-> Karlsruhe                  | 37.0             | 40.0              | 0.0             | OK                
77           | Hannover <-> Stuttgart                  | 270.4            | 290.0             | 0.0             | OK                
78           | Hannover <-> Ulm                        | 37.0             | 40.0              | 0.0             | OK                
79           | Hannover <-> Muenchen                   | 351.3            | 380.0             | 0.0             | OK                
85           | Essen <-> Dortmund                      | 38.5             | 40.0              | 0.0             | OK                
86           | Essen <-> Duesseldorf                   | 203.4            | 210.0             | 0.0             | OK                
87           | Essen <-> Leipzig                       | 64.7             | 90.0              | 0.0             | OK                
88           | Essen <-> Koeln                         | 30.8             | 40.0              | 0.0             | OK                
89           | Essen <-> Frankfurt                     | 237.3            | 280.0             | 0.0             | OK                
90           | Essen <-> Nuernberg                     | 120.2            | 140.0             | 0.0             | OK                
91           | Essen <-> Mannheim                      | 24.6             | 30.0              | 0.0             | OK                
92           | Essen <-> Karlsruhe                     | 12.3             | 20.0              | 0.0             | OK                
93           | Essen <-> Stuttgart                     | 100.1            | 130.0             | 0.0             | OK                
94           | Essen <-> Ulm                           | 12.3             | 20.0              | 0.0             | OK                
95           | Essen <-> Muenchen                      | 117.1            | 140.0             | 0.0             | OK                
102          | Dortmund <-> Duesseldorf                | 254.2            | 280.0             | 0.0             | OK                
103          | Dortmund <-> Leipzig                    | 215.7            | 220.0             | 0.0             | OK                
104          | Dortmund <-> Koeln                      | 92.4             | 100.0             | 0.0             | OK                
105          | Dortmund <-> Frankfurt                  | 762.6            | 800.0             | 0.0             | OK                
106          | Dortmund <-> Nuernberg                  | 400.6            | 420.0             | 0.0             | OK                
107          | Dortmund <-> Mannheim                   | 92.4             | 100.0             | 0.0             | OK                
108          | Dortmund <-> Karlsruhe                  | 46.2             | 50.0              | 0.0             | OK                
109          | Dortmund <-> Stuttgart                  | 350.5            | 380.0             | 0.0             | OK                
110          | Dortmund <-> Ulm                        | 46.2             | 50.0              | 0.0             | OK                
111          | Dortmund <-> Muenchen                   | 439.1            | 440.0             | 0.0             | OK                
119          | Duesseldorf <-> Leipzig                 | 355.9            | 380.0             | 0.0             | OK                
120          | Duesseldorf <-> Koeln                   | 135.6            | 150.0             | 0.0             | OK                
121          | Duesseldorf <-> Frankfurt               | 1304.9           | 1340.0            | 0.0             | OK                
122          | Duesseldorf <-> Nuernberg               | 660.9            | 720.0             | 0.0             | OK                
123          | Duesseldorf <-> Mannheim                | 135.6            | 150.0             | 0.0             | OK                
124          | Duesseldorf <-> Karlsruhe               | 67.8             | 80.0              | 0.0             | OK                
125          | Duesseldorf <-> Stuttgart               | 550.8            | 560.0             | 0.0             | OK                
126          | Duesseldorf <-> Ulm                     | 67.8             | 80.0              | 0.0             | OK                
127          | Duesseldorf <-> Muenchen                | 644.0            | 690.0             | 0.0             | OK                
136          | Leipzig <-> Koeln                       | 151.0            | 180.0             | 0.0             | OK                
137          | Leipzig <-> Frankfurt                   | 949.0            | 950.0             | 0.0             | OK                
138          | Leipzig <-> Nuernberg                   | 490.7            | 520.0             | 0.0             | OK                
139          | Leipzig <-> Mannheim                    | 129.4            | 140.0             | 0.0             | OK                
140          | Leipzig <-> Karlsruhe                   | 64.7             | 90.0              | 0.0             | OK                
141          | Leipzig <-> Stuttgart                   | 490.7            | 520.0             | 0.0             | OK                
142          | Leipzig <-> Ulm                         | 64.7             | 90.0              | 0.0             | OK                
143          | Leipzig <-> Muenchen                    | 614.7            | 620.0             | 0.0             | OK                
153          | Koeln <-> Frankfurt                     | 474.5            | 480.0             | 0.0             | OK                
154          | Koeln <-> Nuernberg                     | 280.4            | 290.0             | 0.0             | OK                
155          | Koeln <-> Mannheim                      | 61.6             | 90.0              | 0.0             | OK                
156          | Koeln <-> Karlsruhe                     | 30.8             | 40.0              | 0.0             | OK                
157          | Koeln <-> Stuttgart                     | 240.3            | 250.0             | 0.0             | OK                
158          | Koeln <-> Ulm                           | 30.8             | 40.0              | 0.0             | OK                
159          | Koeln <-> Muenchen                      | 292.7            | 350.0             | 0.0             | OK                
170          | Frankfurt <-> Nuernberg                 | 1762.4           | 1780.0            | 0.0             | OK                
171          | Frankfurt <-> Mannheim                  | 406.7            | 420.0             | 0.0             | OK                
172          | Frankfurt <-> Karlsruhe                 | 237.3            | 280.0             | 0.0             | OK                
